TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T212437_3.00	F223_3.00	TS12_3.00	M04027_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	lbe_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04028_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	lbe_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04029_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	lbe_4	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04030_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	repo_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04031_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	repo_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04032_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	repo_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04033_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	B-H1_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04034_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	B-H1_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04036_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	btn_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04037_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	btn_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04040_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	unpg_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04044_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	Rx_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04045_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	Rx_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04049_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	Pph13_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04050_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	unc-4_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04053_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	PHDP_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04055_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	OdsH_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04056_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	OdsH_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04059_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG11294_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04060_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG11294_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04067_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG13424_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04068_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	lms_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04069_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG9876_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04070_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG9876_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04071_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG9876_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04072_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG9876_4	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04078_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG32532_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04079_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG2808_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04080_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG5369_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04081_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG5369_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04082_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	CG5369_3	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04084_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	Vsx2_1	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M04085_3.00	MS48_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	Vsx2_2	SELEX	Nitta2015	SELEX	Nitta	2015	25779349	NULL	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05099_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ARX_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05100_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ARX_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05105_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX1_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05106_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX1_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05107_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX1_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05108_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX1_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05121_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ALX4_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05122_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ALX4_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05123_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ALX4_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05189_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	EVX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05190_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	EVX1_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05191_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	EVX1_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05192_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX2_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05193_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX2_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05194_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX2_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05195_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MEOX2_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05212_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	PHOX2B_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05213_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	PHOX2B_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05214_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	PHOX2B_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05215_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	PHOX2B_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05240_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05241_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05242_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05243_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05244_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_FL_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05245_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	VSX2_FL_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05264_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MSX2_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05265_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MSX2_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05266_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	MSX2_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05291_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ESX1_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05292_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ESX1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05293_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ESX1_FL_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05294_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	ESX1_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05295_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL1_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05296_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL1_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05297_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL1_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05346_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	RAX_eDBD_HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05347_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	RAX_eDBD_Methyl-HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05348_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	RAX_eDBD_Methyl-HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05368_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_eDBD_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05369_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_eDBD_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05370_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_eDBD_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05371_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_FL_HT-SELEX_1	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05372_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_FL_HT-SELEX_2	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T212437_3.00	F223_3.00	TS12_3.00	M05373_3.00	MS66_3.00	ENSMUSG00000025216	Lbx1	Mus_musculus	I	Homeodomain	Homeobox	1	0.598692764790911	BARHL2_FL_Methyl-HT-SELEX	SELEX	Yin2017	SELEX	Yin	2017	28473536	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
